Ticket Number,Date Created,Subject,From,From Email,Priority,Department,Type,Source,Current Status,Last Updated,Due Date,Overdue,Answered,Agent Assigned,Team Assigned,Thread Count,Attachment Count,Category,Issue Origin,Select Ticket Status Update,SLA Due Date,Breached SLA
111563,11/25/2020 6:59,VPN password reset,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,12/4/2020 14:43,9/4/2020 21:18,0,1,Jared Smith,Help Desk Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111547,11/9/2020 14:20,New VPN account,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,12/4/2020 14:40,8/24/2020 0:03,0,1,Jared Smith,Help Desk Team,4,0,PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111545,11/5/2020 16:09,VPN password reset,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,12/4/2020 14:39,8/25/2020 23:01,0,1,Jared Smith,Help Desk Team,3,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111167,12/6/2018 1:07,Remove authentication,Joseph Reynolds,jreynolds@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,12/3/2020 17:30,8/21/2020 0:39,0,1,Jared Smith,Help Desk Team,2,1,NON-PROD,DEVELOPMENT,Close Ticket,No SLA Request,No Value
111429,6/1/2020 19:39,Journal Import Error,Kimberly Jones,kjones@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/3/2020 7:54,8/18/2020 20:26,0,1,Jared Smith,JDE Support Team,20,0,PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111566,12/1/2020 11:51,Slow performance and defective dell battery,Rex Farris,rfarris@yahoo.com,Normal,Internal Technical Department,Request,Phone,Open,12/1/2020 11:51,8/15/2020 0:35,1,1,Raya Musk,Help Desk Team,5,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111480,8/10/2020 10:17,OPENVPN Account,Bladimir Macdonald,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/23/2020 9:20,5/28/2020 2:15,0,1,Jared Smith,AWS Team,6,1,NON-PROD,DEVELOPMENT,Close Ticket,No SLA Request,No Value
111555,11/10/2020 22:14,test,Cheena Carols,cheena.carols@mailinator.com,Normal,Internal Technical Department,Request,Web,Open,11/10/2020 22:14,7/15/2020 6:38,1,0,Raya Musk,Help Desk Team,1,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111482,8/12/2020 22:10,Tasks and Targets Editing (SPMS),Jane Wilberts,jwilberts@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/10/2020 9:47,7/17/2020 17:00,0,1,Jared Smith,JDE Support Team,47,4,PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111534,10/15/2020 14:27,Process multiple payroll runs of Employees,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/9/2020 21:04,7/2/2020 20:41,0,1,Jared Smith,JDE Support Team,8,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111509,9/28/2020 13:36,Old System unit parts and unused laptops (beacon a,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Request,Phone,Closed,10/23/2020 20:44,7/10/2020 0:09,0,1,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,No SLA Request,No Value
111484,8/14/2020 10:00,Unique Value for Transaction Flexfield Issue,Kenex Willows,kwillows@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/14/2020 17:13,6/10/2020 17:00,0,1,Jared Smith,JDE Support Team,12,0,PROD,TEST,Close Ticket,No SLA Request,No Value
111510,9/28/2020 14:26,HR Technical Analyzer Output,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/7/2020 15:58,4/18/2020 6:29,0,1,Jared Smith,JDE Support Team,8,5,PROD,TEST,New Ticket,No SLA Request,No Value
111475,7/21/2020 16:48,Leave Management - Leave Balance Issue,Kian Rogers,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,9/21/2020 17:38,10/15/2019 4:49,0,1,Jared Smith,JDE Support Team,12,3,NON-PROD,DEVELOPMENT,Close Ticket,No SLA Request,No Value
111499,9/2/2020 14:13,Open UDP ports 161 and 162,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/21/2020 17:03,11/29/2019 22:49,0,1,Jared Smith,Salesforce Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111497,8/27/2020 7:29,New VPN Account,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/11/2020 17:18,11/5/2019 2:51,0,1,Jared Smith,Salesforce Team,4,0,,PRODUCTION,Close Ticket,No SLA Request,No Value
111496,8/25/2020 11:01,Open Ports fro FTP data connection,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/4/2020 17:25,11/27/2019 5:45,0,1,Jared Smith,Salesforce Team,6,0,,DEVELOPMENT,New Ticket,No SLA Request,No Value
111492,8/20/2020 12:39,VPN accounts creation,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/4/2020 17:25,11/26/2019 5:13,0,1,Jared Smith,Salesforce Team,5,0,,PRODUCTION,New Ticket,No SLA Request,No Value
111490,8/19/2020 12:14,Request additional storage,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/26/2020 17:14,11/22/2019 17:00,0,1,Jared Smith,Salesforce Team,5,0,,PRODUCTION,New Ticket,No SLA Request,No Value
111489,8/18/2020 8:26,Open IP ports,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/24/2020 18:06,11/21/2019 17:00,0,1,Jared Smith,Salesforce Team,5,0,,PRODUCTION,New Ticket,No SLA Request,No Value
111488,8/17/2020 7:44,VPN accounts creation,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/24/2020 18:05,11/26/2019 2:56,0,1,Jared Smith,Salesforce Team,4,0,,TEST,New Ticket,No SLA Request,No Value
111486,8/14/2020 18:27,VPN accounts creation,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/20/2020 16:38,11/16/2019 2:27,0,1,Jared Smith,Salesforce Team,4,0,,TEST,New Ticket,No SLA Request,No Value
111485,8/14/2020 12:35,VPN accounts,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/20/2020 16:37,11/16/2019 6:10,0,1,Jared Smith,Help Desk Team,5,0,,TEST,Close Ticket,No SLA Request,No Value
111432,6/3/2020 14:14,Request to restart again the SAP Dev Server,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/5/2020 17:05,10/17/2019 23:55,0,1,Jared Smith,SAP Support Team,5,0,,TEST,Close Ticket,No SLA Request,No Value
111399,3/6/2020 12:34,Personalization of iProcurement icons/button,Reah Junes,rjunes@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/30/2020 17:06,10/24/2019 17:00,0,1,Jared Smith,JDE Support Team,20,1,,,New Ticket,No SLA Request,No Value
111450,6/23/2020 14:56,Baliwag - Desktop Error,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Request,Web,Closed,7/27/2020 17:06,10/21/2019 17:00,0,1,Jared Smith,Network Team,4,0,,,Close Ticket,No SLA Request,No Value
111411,4/15/2020 17:54,External Learning - Navigation,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/20/2020 17:02,10/8/2019 1:35,0,1,Jared Smith,JDE Support Team,15,7,,,New Ticket,No SLA Request,No Value
111452,7/1/2020 16:39,Replace actual emails in JDE test isntance,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/15/2020 17:28,8/20/2019 22:44,0,1,Jared Smith,JDE Support Team,24,4,,,New Ticket,No SLA Request,No Value
111458,7/7/2020 14:33,Iphone support,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Request,Phone,Closed,7/13/2020 12:14,9/30/2019 22:07,0,1,Jared Smith,Help Desk Team,4,0,,,New Ticket,No SLA Request,No Value
111435,6/5/2020 18:05,Laptop - Battery repair,Jane Wilberts,jwilberts@mailinator.com,Normal,Internal Technical Department,Request,Phone,Closed,7/13/2020 10:16,10/4/2019 5:03,0,1,Jared Smith,Network Team,5,0,,,New Ticket,No SLA Request,No Value
111441,6/14/2020 10:43,PALO ALTO CONFIGURATION,Tomi Yamamoto,tyamamoto@gmail.com,Normal,Internal Technical Department,Request,Web,Closed,6/25/2020 16:38,9/20/2019 23:21,0,1,Jared Smith,Network Team,4,0,,,Close Ticket,No SLA Request,No Value
111448,6/23/2020 13:31,Zoom unable to install,Sophia Walker,swalker@outlook.com,Normal,Internal Technical Department,Request,Web,Closed,6/25/2020 15:11,9/13/2019 17:00,0,1,Jared Smith,Network Team,5,0,,,Close Ticket,No SLA Request,No Value
111447,6/18/2020 17:03,Microsoft Office Installation,Monique Smiths,msmiths@yahoo.com,Normal,Internal Technical Department,Request,Phone,Closed,6/24/2020 17:34,9/10/2019 5:12,0,1,Jared Smith,Help Desk Team,4,0,,,Close Ticket,No SLA Request,No Value
111423,5/20/2020 14:51,Renaming in JDE via Page Personalization,Kian Rogers,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/22/2020 17:03,8/29/2019 17:00,0,1,Jared Smith,JDE Support Team,4,3,,,Close Ticket,No SLA Request,No Value
111426,5/28/2020 11:05,"Adding ""Leave Management"" Menu",Kian Rogers,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/22/2020 17:02,8/2/2019 3:54,0,1,Jared Smith,JDE Support Team,4,0,,,New Ticket,No SLA Request,No Value
111428,5/29/2020 17:23,Restart of Physical Server in Coloc ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/17/2020 14:13,8/30/2019 17:00,0,1,Jared Smith,SAP Support Team,5,0,,,Close Ticket,No SLA Request,No Value
111379,1/27/2020 17:28,ePLDT DEV Instance,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/16/2020 17:52,7/16/2019 23:19,0,1,Jared Smith,SAP Support Team,9,0,,,Close Ticket,No SLA Request,No Value
111439,6/9/2020 11:27,Installation of empson printer and scanner,Monique Smiths,msmiths@yahoo.com,Normal,Internal Technical Department,Request,Phone,Closed,6/10/2020 15:25,8/13/2019 17:00,0,1,Stellar Murad,Help Desk Team,4,0,,,Close Ticket,No SLA Request,No Value
111398,3/4/2020 14:31,PO Approval Timeouts,Reah Junes,rjunes@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,5/21/2020 17:38,8/1/2019 22:00,0,1,Jared Smith,JDE Support Team,26,3,,,New Ticket,No SLA Request,No Value
111421,5/7/2020 14:58,Unable to boot the Application Server,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,5/8/2020 9:40,7/31/2019 22:34,0,1,Jared Smith,SAP Support Team,6,0,,,New Ticket,No SLA Request,No Value
543539,11/7/2018 9:33,BPM Upgrade from 3.1 to 3.3,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Request,Email,Closed,4/15/2020 12:52,8/1/2019 17:00,0,1,Stellar Murad,Workday Team,21,0,,,New Ticket,No SLA Request,No Value
111373,1/16/2020 11:58,Unable to connect to CS 9.2 Database from Win 10,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/18/2020 17:45,7/10/2019 17:00,0,1,Jared Smith,SAP Support Team,11,1,,,New Ticket,No SLA Request,No Value
111386,2/12/2020 14:12,PROD: Correct Latest Start Date of Employee,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/4/2020 17:20,7/5/2019 17:00,0,1,Jared Smith,JDE Support Team,15,4,,,New Ticket,No SLA Request,No Value
111377,1/24/2020 16:34,Activation of Cost Managers,Reah Junes,rjunes@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/21/2020 17:29,7/2/2019 17:00,0,1,Jared Smith,JDE Support Team,22,3,,,Close Ticket,No SLA Request,No Value
111374,1/20/2020 17:29,Node ping error [CS 9.2],John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/17/2020 9:01,6/20/2019 21:06,0,1,Jared Smith,SAP Support Team,4,0,,,Close Ticket,No SLA Request,No Value
111371,1/15/2020 15:14,PeopleTools Client DPK,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/17/2020 8:57,6/11/2019 2:29,0,1,Jared Smith,SAP Support Team,5,0,,,Close Ticket,No SLA Request,No Value
111368,1/8/2020 13:54,Unable to perform search after the restart,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/29/2020 16:23,3/30/2019 2:16,0,1,Jared Smith,SAP Support Team,5,0,,,New Ticket,No SLA Request,No Value
111376,1/24/2020 9:34,IDLE Time,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/28/2020 17:52,6/11/2019 22:04,0,1,Jared Smith,SAP Support Team,5,0,,,New Ticket,No SLA Request,No Value
111365,1/3/2020 13:35,Compatibility of Windows 10 on Palo alto,Tomi Yamamoto,tyamamoto@gmail.com,Normal,Internal Technical Department,Request,Web,Closed,1/27/2020 17:45,5/28/2019 23:16,0,1,Stellar Murad,Network Team,8,0,,,Close Ticket,No SLA Request,No Value
111362,12/26/2019 10:09,VPN Password,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/16/2020 14:45,6/20/2019 0:04,0,1,Jared Smith,AWS Team,6,0,,,Open ,No SLA Request,No Value
111370,1/11/2020 15:44,PeopleTools 8.57 on Client Machine,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/14/2020 17:36,6/19/2019 18:00,0,1,Jared Smith,SAP Support Team,7,1,,,New Ticket,No SLA Request,No Value
111367,1/7/2020 9:40,Booting Up SAP 9.2 in Globe Server​,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/8/2020 16:50,5/3/2019 23:17,0,1,Jared Smith,SAP Support Team,8,0,,,New Ticket,No SLA Request,No Value
111363,1/2/2020 17:14,Server Restart Request,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/7/2020 11:04,5/29/2019 1:42,0,1,Jared Smith,SAP Support Team,7,0,,,New Ticket,No SLA Request,No Value
111337,10/30/2019 14:38,Dev DB Refresh From PROD Data,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/3/2020 17:36,5/7/2019 21:00,0,1,Jared Smith,SAP Support Team,20,0,,,New Ticket,No SLA Request,No Value
111335,10/25/2019 17:28,PROD: Restrictions in assignment set,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/23/2019 15:10,4/18/2019 1:04,0,1,Jared Smith,JDE Support Team,17,8,,,New Ticket,No SLA Request,No Value
111352,11/29/2019 10:49,Updating Description of course MCB 11.,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/19/2019 18:06,4/11/2019 22:40,0,1,Jared Smith,SAP Support Team,15,1,,,Close Ticket,No SLA Request,No Value
111350,11/26/2019 17:45,Request to access in Public,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/10/2019 8:30,4/5/2019 4:22,0,1,Jared Smith,SAP Support Team,4,0,,,New Ticket,No SLA Request,No Value
111348,11/25/2019 14:56,JDE Test: End date the multiple element entries,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/27/2019 17:12,3/22/2019 21:18,0,1,Jared Smith,JDE Support Team,8,5,,,New Ticket,No SLA Request,No Value
111344,11/15/2019 14:27,VPN for Coloc Instances,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/25/2019 17:24,4/3/2019 22:12,0,1,Jared Smith,AWS Team,5,0,,,Close Ticket,No SLA Request,No Value
111328,10/17/2019 11:55,DEV Instance not Accessible,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/15/2019 17:29,2/1/2019 12:25,0,1,Jared Smith,SAP Support Team,7,1,,,Close Ticket,No SLA Request,No Value
111343,11/7/2019 16:37,Dev instance: Adding Extra Assignment Information,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/8/2019 16:01,2/18/2019 22:42,0,1,Jared Smith,JDE Support Team,4,2,,,Close Ticket,No SLA Request,No Value
111332,10/25/2019 10:15,How to get Image in BI Publisher,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/6/2019 17:33,2/1/2019 14:22,0,1,Jared Smith,SAP Support Team,5,0,,,New Ticket,No SLA Request,No Value
111340,11/5/2019 10:44,Cannot Connect to VPN ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/5/2019 14:20,2/1/2019 14:18,0,1,Jared Smith,AWS Team,7,0,,,New Ticket,No SLA Request,No Value
111313,10/2/2019 15:40,Modifying of fields in External Learning,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/16/2019 17:40,8/14/2021 3:59,0,1,Jared Smith,JDE Support Team,10,3,,,New Ticket,No SLA Request,No Value
111327,10/15/2019 15:04,Sort Element Name Alphabetically,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/16/2019 13:24,3/12/2019 3:42,0,1,Jared Smith,JDE Support Team,6,1,,,New Ticket,No SLA Request,No Value
111316,10/3/2019 17:03,Test Instance: Add new element under Entries,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/7/2019 17:24,2/8/2019 23:08,0,1,Jared Smith,JDE Support Team,6,3,,,Close Ticket,No SLA Request,No Value
111234,6/19/2019 11:21,MYSQL Server Access Configuration,Atom Short,atom.short@gmail.com,Normal,Internal Technical Department,Request,Phone,Closed,10/1/2019 10:46,3/4/2019 22:00,0,1,Stellar Murad,Help Desk Team,15,0,,,New Ticket,No SLA Request,No Value
111310,9/27/2019 8:20,TEST instance: Modify Employee Categories,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,9/27/2019 17:25,2/1/2019 11:51,0,1,Jared Smith,JDE Support Team,6,5,,,New Ticket,No SLA Request,No Value
111304,9/20/2019 11:21,Project Migration from DEV to PROD Instance,Bladimir Macdonald,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,9/26/2019 16:51,2/1/2019 12:44,0,1,Jared Smith,SAP Support Team,6,0,,,New Ticket,No SLA Request,No Value
111189,4/30/2019 14:19,Request for patch application in DEV instance,Reah Junes,rjunes@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,9/6/2019 17:26,10/1/2020 22:44,0,1,Jared Smith,JDE Support Team,20,1,,,New Ticket,No SLA Request,No Value
111280,8/1/2019 15:54,Beacon Support Ticket Account,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,9/2/2019 17:30,1/7/2021 3:26,0,1,Jared Smith,JDE Support Team,9,0,,,New Ticket,No SLA Request,No Value
111293,8/30/2019 8:51,PROD: Find a specific table in Oracle ,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/30/2019 14:42,12/15/2022 21:27,0,1,Jared Smith,JDE Support Team,5,0,,,Close Ticket,No SLA Request,No Value
111207,5/22/2019 10:08,Removing access to the enrollment page,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/28/2019 12:38,4/23/2023 3:55,0,1,Jared Smith,SAP Support Team,39,3,,,New Ticket,No SLA Request,No Value
111279,8/1/2019 10:00,SQL Database Account PROD,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/13/2019 14:26,8/10/2019 1:05,0,1,Jared Smith,JDE Support Team,6,0,,,New Ticket,No SLA Request,No Value
111278,8/1/2019 8:53,VPN Account,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/13/2019 14:25,9/3/2019 5:13,0,1,Jared Smith,AWS Team,5,0,,,New Ticket,No SLA Request,No Value
111277,7/31/2019 10:34,Creation of VPN Account,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/6/2019 17:41,6/25/2019 22:22,0,1,Jared Smith,AWS Team,9,0,,,New Ticket,No SLA Request,No Value
111250,7/5/2019 14:58,Appointment for REPS report error,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/15/2019 17:26,2/8/2019 21:46,0,1,Jared Smith,JDE Support Team,16,0,,,Close Ticket,No SLA Request,No Value
111255,7/9/2019 12:24,Enable Report Manager for all,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/15/2019 15:15,11/7/2018 6:39,0,1,Jared Smith,SAP Support Team,7,1,,,New Ticket,No SLA Request,No Value
111228,6/10/2019 14:29,Beacon solution account,Wilson Campus,wilson.campus@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/4/2019 19:20,8/20/2019 21:12,0,1,Jared Smith,JDE Support Team,4,0,,,Close Ticket,No SLA Request,No Value
111212,5/28/2019 11:16,Database Access ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/21/2019 18:14,7/24/2019 17:00,0,1,Stellar Murad,SAP Support Team,10,0,,,Close Ticket,No SLA Request,No Value
111106,2/1/2019 0:54,Request for instructions for post-cloning steps fo,Ralph Rogers,rrogers@yahoo.com,Normal,SAP JDE Support Department,Request,Email,Closed,6/21/2019 18:11,4/27/2023 20:23,0,1,Stellar Murad,SAP Support Team,7,1,,,New Ticket,No SLA Request,No Value
111235,6/19/2019 12:04,Request for VPN Account,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/21/2019 13:47,4/9/2023 23:57,0,1,Jared Smith,JDE Support Team,7,0,,,New Ticket,No SLA Request,No Value
111232,6/11/2019 14:24,No student enrolled in class.,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/19/2019 18:18,8/12/2020 9:53,0,1,Jared Smith,SAP Support Team,12,2,,,New Ticket,No SLA Request,No Value
111229,6/11/2019 8:38,OpenVPN locked account,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/13/2019 17:38,3/12/2020 18:17,0,1,Jared Smith,JDE Support Team,11,0,,,New Ticket,No SLA Request,No Value
111223,6/4/2019 9:53,Accounts ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/10/2019 14:53,,0,1,Jared Smith,SAP Support Team,9,0,,,Close Ticket,No SLA Request,No Value
111213,5/28/2019 13:42,Request for Read-Only Access to PROD DB,Will Roberts,wroberts@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,5/31/2019 17:53,,0,1,Stellar Murad,JDE Support Team,14,1,,,Close Ticket,No SLA Request,No Value
111195,5/7/2019 9:00,Verify Long-running SQL code,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,5/29/2019 15:03,,0,1,Jared Smith,JDE Support Team,17,4,,,New Ticket,No SLA Request,No Value
111204,5/17/2019 11:07,Cross-reg GWA Computation,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,5/28/2019 13:23,,0,1,Jared Smith,SAP Support Team,15,0,,,New Ticket,No SLA Request,No Value
111160,3/28/2019 15:38,Automatic approval of salary,Wilson Campus,wilson.campus@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,4/22/2019 17:34,,0,1,Jared Smith,JDE Support Team,10,4,,,Close Ticket,No SLA Request,No Value
111130,2/18/2019 10:42,VPN,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,4/1/2019 15:40,,0,1,Stellar Murad,JDE Support Team,12,1,,,New Ticket,No SLA Request,No Value
111111,2/1/2019 2:18,Preparation for 9.2 Upgrade,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Email,Closed,4/1/2019 15:33,,0,1,Stellar Murad,SAP Support Team,26,7,,,New Ticket,No SLA Request,No Value
111141,3/5/2019 13:17,List of Master Data in SAP,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,4/1/2019 11:53,,0,1,Jared Smith,SAP Support Team,18,4,,,New Ticket,No SLA Request,No Value
111148,3/19/2019 14:58,DEV Instance ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/27/2019 17:16,,0,1,Jared Smith,SAP Support Team,6,0,,,New Ticket,No SLA Request,No Value
111127,2/13/2019 15:59,View PMP reports of all users,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Request,Other,Closed,3/25/2019 18:15,,0,1,Jared Smith,JDE Support Team,15,4,,,New Ticket,No SLA Request,No Value
111125,2/8/2019 11:08,Development Instance (. 83 ) ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/19/2019 17:20,,0,1,Jared Smith,SAP Support Team,8,0,,,New Ticket,No SLA Request,No Value
111144,3/14/2019 15:42,Attach/Link an Approver Group to a Rule,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/19/2019 17:18,,0,1,Jared Smith,JDE Support Team,7,1,,,New Ticket,No SLA Request,No Value
111140,3/4/2019 10:00,Request and Disable Account,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/8/2019 17:44,,0,1,Jared Smith,SAP Support Team,9,0,,,New Ticket,No SLA Request,No Value
111137,2/26/2019 11:38,Excel-to-ci,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/2/2019 9:36,,0,1,Jared Smith,SAP Support Team,11,11,,,New Ticket,No SLA Request,No Value
2,7/30/2018 6:03,System is busy.,Roland Brown,rbrown@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/9/2018 2:43,,0,1,Jose Satary,Hardware Team,3,0,,,Open ,No SLA Request,No Value
111119,2/4/2019 10:56,Error adding new tables on Audit Trail,Kimberly Jones,kjones@outlook.com,Low,SAP JDE Support Department,Request,Web,Open,3/29/2021 14:08,,0,0,Jose Satary,JDE Support Team,76,14,,,Close Ticket,No SLA Request,No Value
111543,10/27/2020 8:23,Set Timeout in Oracle Workflow,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,3/24/2021 13:25,,0,0,Jose Satary,JDE Support Team,16,1,,,Close Ticket,No SLA Request,No Value
111531,10/9/2020 11:57,Vacation Leave Rule,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,3/18/2021 14:04,,0,0,Jose Satary,JDE Support Team,21,2,,,Close Ticket,No SLA Request,No Value
